forward.latency(s),forward.throughput(samples/s),forward.peak_memory(MB),forward.max_memory_used(MB),forward.max_memory_allocated(MB),forward.max_memory_reserved(MB),forward.energy_consumption(kWh/sample),forward.carbon_emissions(kgCO2eq/sample),generate.latency(s),generate.throughput(tokens/s),decode.latency(s),decode.throughput(tokens/s),generate.peak_memory(MB),generate.max_memory_used(MB),generate.max_memory_allocated(MB),generate.max_memory_reserved(MB),generate.energy_consumption(kWh/token),generate.carbon_emissions(kgCO2eq/token),launcher.name,launcher._target_,launcher.device_isolation,launcher.start_method,backend.name,backend.version,backend._target_,backend.seed,backend.inter_op_num_threads,backend.intra_op_num_threads,backend.delete_cache,backend.no_weights,backend.device_map,backend.torch_dtype,backend.eval_mode,backend.disable_grad,backend.amp_autocast,backend.amp_dtype,backend.torch_compile,backend.to_bettertransformer,backend.use_flash_attention_2,backend.quantization_scheme,backend.quantization_config.bits,backend.quantization_config.use_cuda_fp16,backend.quantization_config.use_exllama,backend.data_parallel,backend.deepspeed_inference,backend.peft_strategy,benchmark.name,benchmark._target_,benchmark.duration,benchmark.warmup_runs,benchmark.memory,benchmark.energy,benchmark.input_shapes.batch_size,benchmark.input_shapes.sequence_length,benchmark.input_shapes.num_choices,benchmark.input_shapes.feature_size,benchmark.input_shapes.nb_max_frames,benchmark.input_shapes.audio_sequence_length,benchmark.new_tokens,benchmark.can_diffuse,benchmark.can_generate,benchmark.generate_kwargs.num_return_sequences,benchmark.generate_kwargs.max_new_tokens,benchmark.generate_kwargs.min_new_tokens,benchmark.generate_kwargs.do_sample,benchmark.generate_kwargs.use_cache,benchmark.generate_kwargs.pad_token_id,benchmark.generate_kwargs.temperature,benchmark.generate_kwargs.num_beams,experiment_name,device,model,task,hub_kwargs.revision,hub_kwargs.cache_dir,hub_kwargs.force_download,hub_kwargs.local_files_only,hub_kwargs.trust_remote_code,environment.optimum_version,environment.optimum_commit,environment.transformers_version,environment.transformers_commit,environment.accelerate_version,environment.accelerate_commit,environment.diffusers_version,environment.diffusers_commit,environment.python_version,environment.system,environment.cpu,environment.cpu_count,environment.cpu_ram_mb,environment.gpus,backend.quantization_config.exllama_config.version,backend.quantization_config.llm_int8_threshold,backend.quantization_config.load_in_4bit,backend.quantization_config.version,backend.quantization_config.do_fuse,backend.continuous_isolation,backend.isolation_check_interval,backend.quantization_config.load_in_8bit
0.0218,45.9,6938,6938,6038,6085,2.51e-06,1.69e-07,2.44,105.0,2.42,105.0,7085,7085,6186,6232,5.88e-07,3.96e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,EleutherAI/pythia-1.3b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.00429,233.0,1575,1575,639,723,3.98e-07,2.68e-08,0.948,270.0,0.944,270.0,1599,1599,658,746,1.38e-07,9.28e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,EleutherAI/gpt-neo-125m,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00944,106.0,2775,2775,1890,1923,9.67e-07,6.51e-08,2.14,120.0,2.13,120.0,2859,2859,1948,2006,3.49e-07,2.35e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,EleutherAI/pythia-410m-deduped,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0221,45.2,6938,6938,6038,6085,2.55e-06,1.72e-07,2.48,103.0,2.46,104.0,7085,7085,6186,6232,5.82e-07,3.92e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,EleutherAI/pythia-1.4b-deduped,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.0419,23.9,12623,12623,11713,11771,4.92e-06,3.32e-07,4.21,60.8,4.17,61.2,12896,12896,11995,12043,1.11e-06,7.5e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,EleutherAI/pythia-2.8b-deduped,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.00468,214.0,1722,1722,809,870,3.91e-07,2.63e-08,1.13,227.0,1.13,226.0,1756,1756,828,903,1.7e-07,1.14e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,EleutherAI/pythia-160m,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00953,105.0,2775,2775,1890,1923,9.85e-07,6.64e-08,2.08,123.0,2.07,123.0,2859,2859,1948,2006,3.59e-07,2.42e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,EleutherAI/pythia-410m,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0413,24.2,12648,12648,11746,11796,4.77e-06,3.21e-07,4.23,60.5,4.19,60.9,12921,12921,12028,12069,1.09e-06,7.37e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,Dampish/StellarX-4B-V0.2,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0599,16.7,17640,17640,16738,16787,6.99e-06,4.71e-07,6.11,41.9,6.05,42.1,18059,18059,17177,17207,1.57e-06,1.06e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,Dampish/StellarX-4B-V0,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00552,181.0,2039,2039,1144,1186,5.86e-07,3.95e-08,1.13,227.0,1.12,228.0,2051,2051,1153,1199,1.95e-07,1.31e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,Locutusque/TinyMistral-248M-v2,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00559,179.0,2039,2039,1144,1186,5.79e-07,3.9e-08,1.16,221.0,1.15,222.0,2051,2051,1153,1199,1.9e-07,1.28e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,Locutusque/TinyMistral-248m,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.0553,18.1,21658,21658,20660,20805,6.82e-06,4.59e-07,6.48,39.5,6.42,39.7,22067,22067,21105,21214,2.27e-06,1.53e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,Writer/palmyra-base,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.00238,420.0,1009,1009,129,157,1.03e-07,6.96e-09,0.617,415.0,0.615,415.0,1013,1013,132,161,7.3e-08,4.92e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,roneneldan/TinyStories-3M,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00194,515.0,1265,1265,360,413,1.79e-07,1.21e-08,0.394,650.0,0.392,651.0,1271,1271,366,419,6.33e-08,4.27e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,roneneldan/TinyStories-33M,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00233,429.0,988,988,110,136,8.46e-08,5.7e-09,0.625,410.0,0.623,409.0,992,992,112,140,7.02e-08,4.73e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,roneneldan/TinyStories-1M,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00277,361.0,1183,1183,311,331,1.82e-07,1.23e-08,0.632,405.0,0.629,405.0,1208,1208,320,356,7.88e-08,5.31e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,roneneldan/TinyStories-28M,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00264,379.0,1055,1055,178,203,1.25e-07,8.45e-09,0.646,396.0,0.643,397.0,1068,1068,183,216,7.55e-08,5.09e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,roneneldan/TinyStories-8M,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0152,65.8,4662,4662,3744,3810,1.7e-06,1.14e-07,2.17,118.0,2.15,119.0,4767,4767,3836,3915,4.42e-07,2.98e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,cyberagent/open-calm-large,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00236,424.0,1083,1083,217,230,1.09e-07,7.37e-09,0.593,432.0,0.591,431.0,1089,1089,221,236,6.69e-08,4.51e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,ethzanalytics/pythia-31m,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0136,73.5,5283,5283,4362,4431,1.73e-06,1.17e-07,1.25,205.0,1.24,206.0,5363,5363,4446,4510,3.73e-07,2.51e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,budecosystem/boomer-1b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0126,79.4,2746,2746,1690,1893,7.4e-07,4.99e-08,1.46,175.0,1.45,176.0,2750,2750,1697,1895,2.01e-07,1.35e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,chargoddard/SmolLlamix-8x101M,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0127,78.7,2744,2744,1689,1891,7.34e-07,4.95e-08,1.42,180.0,1.41,181.0,2748,2748,1697,1895,1.92e-07,1.3e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,chargoddard/SmolLlamix-8x101M-take2,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00355,282.0,1519,1519,606,666,3.19e-07,2.15e-08,0.824,311.0,0.82,311.0,1521,1521,613,668,1.26e-07,8.51e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,instructkr/ko-wand-136M,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.0185,54.1,5365,5365,4478,4513,2.26e-06,1.53e-07,2.03,126.0,2.01,127.0,5401,5401,4492,4548,4.94e-07,3.33e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,PY007/TinyLlama-1.1B-step-50K-105b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.0187,53.5,5365,5365,4478,4513,2.2e-06,1.48e-07,2.04,125.0,2.02,126.0,5401,5401,4492,4548,4.86e-07,3.27e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,PY007/TinyLlama-1.1B-intermediate-step-240k-503b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.0187,53.5,5365,5365,4478,4513,2.22e-06,1.5e-07,2.05,125.0,2.03,126.0,5401,5401,4492,4548,4.85e-07,3.27e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,PY007/TinyLlama-1.1B-intermediate-step-480k-1T,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.023,43.5,6667,6667,5756,5815,2.62e-06,1.76e-07,2.4,107.0,2.38,107.0,6877,6877,5980,6025,5.74e-07,3.87e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,bit-dny/MindLLM,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.054,18.5,15048,15048,14112,14195,6.43e-06,4.33e-07,4.89,52.4,4.84,52.7,15530,15530,14582,14677,1.36e-06,9.14e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,openlm-research/open_llama_3b_v2,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.054,18.5,15048,15048,14112,14195,6.32e-06,4.26e-07,4.89,52.4,4.84,52.7,15530,15530,14582,14677,1.37e-06,9.24e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,openlm-research/open_llama_3b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.00418,239.0,1523,1523,601,671,3.48e-07,2.34e-08,1.01,253.0,1.01,252.0,1569,1569,621,717,1.52e-07,1.03e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,gpt2,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00321,312.0,1487,1487,576,635,3e-07,2.02e-08,0.717,357.0,0.714,357.0,1527,1527,592,675,1.2e-07,8.06e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,cerebras/Cerebras-GPT-111M,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
