forward.latency(s),forward.throughput(samples/s),forward.peak_memory(MB),forward.max_memory_used(MB),forward.max_memory_allocated(MB),forward.max_memory_reserved(MB),forward.energy_consumption(kWh/sample),forward.carbon_emissions(kgCO2eq/sample),generate.latency(s),generate.throughput(tokens/s),decode.latency(s),decode.throughput(tokens/s),generate.peak_memory(MB),generate.max_memory_used(MB),generate.max_memory_allocated(MB),generate.max_memory_reserved(MB),generate.energy_consumption(kWh/token),generate.carbon_emissions(kgCO2eq/token),launcher.name,launcher._target_,launcher.start_method,backend.name,backend.version,backend._target_,backend.seed,backend.inter_op_num_threads,backend.intra_op_num_threads,backend.continuous_isolation,backend.isolation_check_interval,backend.delete_cache,backend.no_weights,backend.device_map,backend.torch_dtype,backend.eval_mode,backend.disable_grad,backend.amp_autocast,backend.amp_dtype,backend.torch_compile,backend.to_bettertransformer,backend.use_flash_attention_2,backend.quantization_scheme,backend.quantization_config.bits,backend.quantization_config.use_cuda_fp16,backend.quantization_config.use_exllama,backend.quantization_config.exllama_config.version,backend.data_parallel,backend.deepspeed_inference,backend.peft_strategy,benchmark.name,benchmark._target_,benchmark.duration,benchmark.warmup_runs,benchmark.memory,benchmark.energy,benchmark.input_shapes.batch_size,benchmark.input_shapes.sequence_length,benchmark.input_shapes.num_choices,benchmark.input_shapes.feature_size,benchmark.input_shapes.nb_max_frames,benchmark.input_shapes.audio_sequence_length,benchmark.new_tokens,benchmark.can_diffuse,benchmark.can_generate,benchmark.generate_kwargs.num_return_sequences,benchmark.generate_kwargs.max_new_tokens,benchmark.generate_kwargs.min_new_tokens,benchmark.generate_kwargs.do_sample,benchmark.generate_kwargs.use_cache,benchmark.generate_kwargs.pad_token_id,benchmark.generate_kwargs.temperature,benchmark.generate_kwargs.num_beams,experiment_name,device,model,task,hub_kwargs.revision,hub_kwargs.cache_dir,hub_kwargs.force_download,hub_kwargs.local_files_only,hub_kwargs.trust_remote_code,environment.optimum_version,environment.optimum_commit,environment.transformers_version,environment.transformers_commit,environment.accelerate_version,environment.accelerate_commit,environment.diffusers_version,environment.diffusers_commit,environment.python_version,environment.system,environment.cpu,environment.cpu_count,environment.cpu_ram_mb,environment.gpus,backend.quantization_config.version,backend.quantization_config.do_fuse,backend.quantization_config.fuse_max_seq_len,backend.quantization_config.llm_int8_threshold,backend.quantization_config.load_in_8bit,backend.quantization_config.load_in_4bit
0.005,200.0,1595,1595,117,134,3.24e-07,2.18e-08,1.28,200.0,1.28,199.0,1597,1597,119,136,3.14e-07,2.11e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,pszemraj/pythia-31m-goodwiki-deduped-2048-scratch,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.00499,200.0,1595,1595,117,134,3.18e-07,2.14e-08,1.28,200.0,1.28,199.0,1597,1597,119,136,3.12e-07,2.1e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,pszemraj/pythia-31m-simplewiki-2048,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.00512,195.0,1595,1595,117,134,3.19e-07,2.15e-08,1.26,203.0,1.25,204.0,1597,1597,119,136,3.05e-07,2.05e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,pszemraj/pythia-31m-KI_v1-2048-scratch,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.00496,202.0,1595,1595,117,134,3.11e-07,2.1e-08,1.27,202.0,1.27,201.0,1597,1597,119,136,3.09e-07,2.08e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,pszemraj/pythia-31m-simplewiki-scratch-bf16,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.021,47.6,2384,2384,877,922,1.63e-06,1.1e-07,5.32,48.1,5.3,48.1,2394,2394,877,933,1.28e-06,8.63e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,PY007/TinyLlama-1.1B-intermediate-step-240k-503b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0218,45.9,2384,2384,877,922,1.66e-06,1.12e-07,5.24,48.9,5.22,48.9,2394,2394,877,933,1.29e-06,8.68e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,PY007/TinyLlama-1.1B-step-50K-105b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0209,47.8,2384,2384,877,922,1.63e-06,1.1e-07,5.08,50.4,5.06,50.4,2394,2394,877,933,1.31e-06,8.85e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,PY007/TinyLlama-1.1B-intermediate-step-480k-1T,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0406,24.6,7964,7964,6470,6503,4.34e-06,2.93e-07,6.25,41.0,6.21,41.1,8153,8153,6659,6692,1.87e-06,1.26e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,NYTK/PULI-GPTrio,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0168,59.5,1853,1853,372,392,1.15e-06,7.77e-08,3.95,64.8,3.93,64.9,1954,1954,407,492,9.61e-07,6.48e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,robowaifudev/megatron-gpt2-345m,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0398,25.1,5911,5911,4298,4450,4.33e-06,2.92e-07,6.38,40.1,6.34,40.2,6142,6142,4649,4680,1.9e-06,1.28e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,meta-llama/Llama-2-7b-hf,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0667,15.0,9407,9407,7844,7946,7.36e-06,4.96e-07,8.06,31.8,7.99,31.9,9976,9976,8420,8514,2.66e-06,1.79e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,meta-llama/Llama-2-13b-hf,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.315,3.17,39099,39099,37442,37637,3.33e-05,2.24e-06,19.6,13.1,19.3,13.2,39350,39350,37649,37889,8.12e-06,5.47e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,meta-llama/Llama-2-70b-hf,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0203,49.3,4032,4032,2487,2571,2.18e-06,1.47e-07,3.36,76.2,3.34,76.3,4137,4137,2637,2675,1e-06,6.76e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,winglian/Llama-2-3b-hf,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0454,22.0,6519,6519,4906,5058,4.91e-06,3.31e-07,8.08,31.7,8.03,31.8,6622,6622,4963,5161,2.34e-06,1.57e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,mistralai/Mistral-7B-v0.1,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0297,33.7,4624,4624,3133,3162,2.97e-06,7.07e-09,6.88,37.2,6.85,37.2,4812,4812,3315,3351,1.9e-06,1.28e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,rinna/bilingual-gpt-neox-4b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0306,32.7,4624,4624,3133,3162,2.95e-06,1.99e-07,6.92,37.0,6.89,37.0,4812,4812,3315,3351,1.89e-06,1.27e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,rinna/bilingual-gpt-neox-4b-8k,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0571,17.5,8680,8680,7166,7218,6.1e-06,4.11e-07,7.04,36.4,6.98,36.5,9015,9015,7475,7553,2.17e-06,1.47e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,matsuo-lab/weblab-10b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0162,61.7,2833,2833,1319,1371,1.39e-06,9.35e-08,3.83,66.8,3.81,66.9,2896,2896,1392,1434,9.96e-07,6.71e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,ai-forever/mGPT,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0464,21.6,8088,8088,6451,6627,4.97e-06,3.35e-07,7.91,32.4,7.86,32.4,8222,8222,6485,6761,2.31e-06,1.55e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,augmxnt/shisa-base-7b-v1,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.00718,139.0,1717,1717,244,257,5.01e-07,3.37e-08,1.79,143.0,1.78,143.0,1788,1788,268,327,4.41e-07,2.97e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,AI-Sweden-Models/gpt-sw3-126m,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.036,27.8,5926,5926,4409,4466,3.91e-06,2.64e-07,4.43,57.8,4.39,58.1,6201,6201,4709,4739,1.45e-06,9.78e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,AI-Sweden-Models/gpt-sw3-6.7b-v2,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.165,6.06,24349,24349,22624,22890,1.77e-05,1.19e-06,11.1,23.1,10.9,23.4,25270,25270,23570,23808,4.52e-06,3.05e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,AI-Sweden-Models/gpt-sw3-40b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.092,10.9,13803,13803,12142,12343,9.98e-06,6.73e-07,7.37,34.7,7.28,35.0,14363,14363,12789,12901,2.73e-06,1.84e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,AI-Sweden-Models/gpt-sw3-20b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.036,27.8,5716,5716,4207,4257,3.92e-06,2.64e-07,4.69,54.6,4.65,54.8,6201,6201,4709,4739,1.46e-06,9.84e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,AI-Sweden-Models/gpt-sw3-6.7b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0144,69.4,2581,2581,1078,1119,1.28e-06,8.66e-08,3.39,75.5,3.38,75.4,2749,2749,1245,1287,9.4e-07,6.33e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,AI-Sweden-Models/gpt-sw3-1.3b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0142,70.4,1943,1943,458,484,1.03e-06,6.95e-08,3.39,75.5,3.38,75.4,2088,2088,525,627,8.57e-07,5.78e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,AI-Sweden-Models/gpt-sw3-356m,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.0413,24.2,5916,5916,4299,4454,4.39e-06,2.96e-07,6.39,40.1,6.35,40.2,6146,6146,4649,4685,1.91e-06,1.29e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,uukuguy/Orca-2-7b-f16,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.163,6.13,27774,27774,25889,26312,1.77e-05,1.2e-06,13.4,19.1,13.2,19.3,27963,27963,25989,26501,5.03e-06,3.39e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,01-ai/Yi-34B-200K,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
0.166,6.02,21608,21608,19871,20147,1.76e-05,1.19e-06,13.2,19.4,13.0,19.6,21797,21797,19971,20336,5.05e-06,3.4e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,True,1.0,False,True,,float16,True,True,False,,False,False,False,gptq,4,False,True,1,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16+gptq-4bit+exllama-v1,cuda,01-ai/Yi-34B,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD EPYC 7742 64-Core Processor,128,540671,['NVIDIA A100-SXM4-80GB'],,,,,,
